fecha	coleccion	referencia	estado	motivo	paginas	titulo	contexto
24/12/2009	boe	BOE-A-2009-20796	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	72	Resolución de 2 de diciembre de 2009, de la Secretaría de Estado de Telecomunicaciones y para la Sociedad de la Información, por la que se publica la Adenda al Convenio marco de colaboración, entre el Ministerio de Industria, Turismo y Comercio y la Comunidad Autónoma del Principado de Asturias, para el desarrollo del Plan Nacional de Transición a la TDT.	ERRERA 6 100,00 Municipio: VALDES Codigo INE Localidad Habitantes Cubiertos 33034030300 CASTRO DE AYONES 40 100,00 33034030700 VILLAR DE AYONES 42 100,00 33034030600 PEREDA 13 100,00 33034030400 CORROS (LOS) 73 100,00 33034010200 COLINAS 42 100,00 33034151000 PONTONES (LOS) 32 100,00 33034040800 CARLANGAS 27 100,00 cve: BOE-A-2009-20796 BOLETIN OFICIAL DEL ESTADO Num. 309 Jueves 24 de diciembre de 2009 Sec. III. Pag. 109571 Codigo INE Localidad Habitantes Cubiert ||| LA) 17 52,94 33034021400 LONGAS (LAS) 6 100,00 33034040600 CADOLLO (EL) 12 100,00 33034020801 CRUCES (LAS) 29 100,00 33034020700 CAPIELLO (EL) 9 100,00 33034020101 ARCALLANA 27 100,00 33034010301 FAXERA (LA) 31 100,00 33034010201 COLINAS 42 100,00 33034010200 COLINAS 42 100,00 33034010101 ALIENES 26 100,00 33034000000 VALDES (*DISPERSA MUNICIPAL*) 54 18,52 33034020901 FOYEDO 13 100,00 33034102401 SINERIZ 98 100,00 33034151101 SAN FELIZ 102 100,00 33034100700 CARB ||| S (LAS) 6 100,00 33034040600 CADOLLO (EL) 12 100,00 33034020801 CRUCES (LAS) 29 100,00 33034020700 CAPIELLO (EL) 9 100,00 33034020101 ARCALLANA 27 100,00 33034010301 FAXERA (LA) 31 100,00 33034010201 COLINAS 42 100,00 33034010200 COLINAS 42 100,00 33034010101 ALIENES 26 100,00 33034000000 VALDES (*DISPERSA MUNICIPAL*) 54 18,52 33034020901 FOYEDO 13 100,00 33034102401 SINERIZ 98 100,00 33034151101 SAN FELIZ 102 100,00 33034100700 CARBONIELLA 26 100,00 33034133200
28/12/2009	boe	BOE-A-2009-21018	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	112	Resolución de 2 de diciembre de 2009, de la Secretaría de Estado de Telecomunicaciones y para la Sociedad de la Información, por la que se publica la Adenda al Convenio marco de colaboración, entre el Ministerio de Industria, Turismo y Comercio y la Comunidad de Castilla y León, para el desarrollo del Plan Nacional de Transición a la TDT.	000400 IGUENA 249 100,00 24083000700 QUINTANA DE FUSEROS 278 100,00 24083000900 TREMOR DE ARRIBA 549 100,00 cve: BOE-A-2009-21018 BOLETIN OFICIAL DEL ESTADO Num. 312 Lunes 28 de diciembre de 2009 Sec. III. Pag. 110830 24083000200 COLINAS DEL CAMPO DE MARTIN MORO 89 100,00 24083000100 ALMAGARINOS 83 100,00 Municipio: LUCILLO Codigo INE Localidad Habitantes Cubiertos 24090000400 FILIEL 105 100,00 Municipio: MADRIGAL DE LAS ALTAS TORRES Codigo INE Localidad Habitant ||| dad Habitantes Cubiertos 05099000101 HORCAJO DE LAS TORRES 679 100,00 Municipio: IGUENA Codigo INE Localidad Habitantes Cubiertos 24083000900 TREMOR DE ARRIBA 549 100,00 24083000601 POBLADURA DE LAS REGUERAS 226 83,19 24083000200 COLINAS DEL CAMPO DE MARTIN MORO 89 100,00 24083000400 IGUENA 249 100,00 24083000700 QUINTANA DE FUSEROS 278 100,00 Municipio: ISCAR Codigo INE Localidad Habitantes Cubiertos 47075000100 ISCAR 6593 100,00 Municipio: LANGA DE DUERO Codigo
29/07/2011	boe	BOE-A-2011-13109	VERIFICADO_OCR	Colinas + (Zamora) en la misma linea	631	Acuerdo de 30 de junio de 2011, de la Junta Electoral Central, por el que se procede a la publicación del resumen de los resultados de las elecciones locales convocadas por Real Decreto 424/2011, de 28 de marzo, y celebradas el 22 de mayo de 2011, según los datos que figuran en las actas de proclamación remitidas por cada una de las Juntas Electorales de Zona. Provincias: Salamanca, Santa Cruz de Tenerife, Segovia, Sevilla, Soria, Tarragona, Teruel, Toledo, Valencia, Valladolid, Vizcaya, Zamora, Zaragoza, Ceuta y Melilla.	os Concejales Provincia: ZAMORA JEZ: BENAVENTE Municipio: SANTA MARTA DE TERA -E.L.M. N.o electores 212 N.o votantes 187 N.o votos: Candidaturas 174 Blancos 6 Validos Nulos 7 JONATAN MARTIN BALLESTEROS (PSOE) 133 1 JOSE LUIS VEGA COLINAS (PP) 41 Candidatura Votos Concejales Provincia: ZAMORA JEZ: BENAVENTE Municipio: SANTIBANEZ DE TERA N.o electores 446 N.o votantes 369 N.o votos: Candidaturas 366 Blancos 2 Validos 368 Nulos 1 PARTIDO POPULAR 165 4 AGRUPACION DE ||| icipio: VILLAGERIZ N.o electores 48 N.o votantes 46 N.o votos: Candidaturas 88 Blancos 1 Validos 89 Nulos 1 PETRONILA CRISTOBAL CEPEDA (PSOE) 23 1 PEDRO PAZ CRISTOBAL (PSOE) 23 1 JOSE MANUEL CRISTOBAL PAZ (PP) 21 1 VALENTIN GANDO COLINAS (PP) 18 ROBERTO GUERRERO CRISTOBAL (PP) 3 Candidatura Votos Concejales Provincia: ZAMORA JEZ: BENAVENTE Municipio: VILLANAZAR DE VALVERDE N.o electores 294 N.o votantes 249 N.o votos: Candidaturas 224 Blancos 17 Validos 241 Nulos
30/04/2013	boe	BOE-A-2013-4558	VERIFICADO	frase completa en el texto	288	Resolución de 12 de marzo de 2013, aprobada por la Comisión Mixta para las Relaciones con el Tribunal de Cuentas, en relación con el Informe de fiscalización de las contrataciones desarrolladas por las Entidades Locales en relación con las Inversiones Financiadas por el Fondo Estatal de Inversión Local creado por Real Decreto-ley 9/2008, de 28 de noviembre.	.269 Construccion de muro de contencion en Vigo de Sanabra Morales del Vino Quiruelas de Vidriales 16.299 Obras de ampliacion de la Sala de Usos Multiples y Reparaciones varias en la cubierta del edificio de la Casa de cultura de Colinas de Trasmonte Robleda Cervantes 13.339 Acondicionamiento de local para Salon Multiusos Santa Cristina de la Polvorosa 8.488 Pavimentacion viales C y D Toro Zamora 11.476 Soterramiento de contenedores de residuos solidos urbanos en el casco His ||| on talleres ocupaciones para personas con discapacidad intelectual X Zamora Quiruelas de Vidriales 16.299 Obras de ampliacion de la Sala de Usos Multiples y reparaciones varias en la cubierta del edificio de la Casa de Cultura de Colinas de Trasmonte X Albacete Almansa 10.747 Construccion de vestuarios, almacen y graderias de la pista de atletismo, de Almansa X Fuentealbilla 23.022 Construccion de sala polivalente en Bormate X X Hellin 4.774 Complejo polideportivo los doncele ||| e Mochas 33 Valladolid Pollos 5.930 Instalacion de alumbrado Publico Zamora Quiruelas de Vidriales 16.299 Obras de ampliacion de la Sala de Usos Multiples y Reparaciones varias en la cubierta del edificio de la Casa de cultura de Colinas de Trasmonte Zamora 11.476 Soterramiento de contenedores de residuos solidos urbanos en el casco Historico Castilla-La Mancha Albacete Almansa 10.747 Construccion de vestuarios, almacen y graderias de la pista de atletismo Ciudad Real Bolanos
06/08/2013	boe	BOE-A-2013-8697	VERIFICADO	frase completa en el texto	151	Orden AAA/1503/2013, de 26 de julio, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro con coberturas crecientes para explotaciones de cultivos herbáceos extensivos, comprendidos en el Plan 2013 de Seguros Agrarios Combinados.	0 1.100 1.950 BURGANES DE VALVERDE 1.870 2.200 2.700 1.300 1.100 1.950 CALZADILLA DE TERA 1.275 1.500 2.000 1.300 1.100 1.950 CAMARZANA DE TERA 1.275 1.500 2.000 1.300 1.100 1.950 CASTROGONZALO 2.210 2.600 2.800 1.500 1.100 1.950 COLINAS DE TRASMONTE 1.870 2.200 2.700 1.300 1.100 1.950 COOMONTE 1.445 1.700 2.400 1.300 1.100 1.950 CUBO DE BENAVENTE 1.275 1.500 2.000 1.300 1.100 1.950 FRESNO DE LA POLVOROSA 1.870 2.200 2.700 1.300 1.100 1.950 FRIERA DE VALVERDE 1.275 1.500 2.00
12/08/2014	boe	BOE-A-2014-8676	VERIFICADO	frase completa en el texto	161	Orden AAA/1509/2014, de 31 de julio, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro con coberturas crecientes para explotaciones de cultivos herbáceos extensivos, comprendidos en el Plan de Seguros Agrarios Combinados para el ejercicio 2014.	0 1.100 1.950 BURGANES DE VALVERDE 1.870 2.200 2.700 1.300 1.100 1.950 CALZADILLA DE TERA 1.275 1.500 2.000 1.300 1.100 1.950 CAMARZANA DE TERA 1.275 1.500 2.000 1.300 1.100 1.950 CASTROGONZALO 2.210 2.600 2.800 1.500 1.100 1.950 COLINAS DE TRASMONTE 1.870 2.200 2.700 1.300 1.100 1.950 COOMONTE 1.445 1.700 2.400 1.300 1.100 1.950 CUBO DE BENAVENTE 1.275 1.500 2.000 1.300 1.100 1.950 FRESNO DE LA POLVOROSA 1.870 2.200 2.700 1.300 1.100 1.950 FRIERA DE VALVERDE 1.275 1.500 2.00
18/04/2015	boe	BOE-A-2015-4212	VERIFICADO	frase completa en el texto	11	Orden INT/673/2015, de 17 de abril, por la que se determinan los municipios a los que son de aplicación las medidas previstas en el Real Decreto-ley 2/2015, de 6 de marzo, por el que se adoptan medidas urgentes para reparar los daños causados por las inundaciones y otros efectos de los temporales de lluvia, nieve y viento acaecidos en los meses de enero, febrero y marzo de 2015.	vorosa, Moral de Sayago, Moraleja del Vino, Morales de Valverde, Morales del Rey, Moralina, Navianos de Valverde, Peleagonzalo, Pereruela, Pias, Porto, Pueblica de Valverde, Quintanilla del Olmo, Quiruelas de Vidriales (localidad Colinas de Trasmonte), San Vicente de la cabeza (localidad Bercianos de Aliste), Santa Croya de Tera, Santa Maria de Valverde, Sanzoles, Toro, Torregamones, Vallesa de la Guarena, Villabrazaro, Villadepera, Villaferruena, Villalobos, Villanueva de Az
31/08/2015	boe	BOE-A-2015-9495	VERIFICADO	frase completa en el texto	156	Orden AAA/1759/2015, de 28 de agosto, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro con coberturas crecientes para explotaciones de cultivos herbáceos extensivos, comprendidos en el Plan de Seguros Agrarios Combinados para el ejercicio 2015.	E VALVERDE 1.500 2.850 1.100 2.500 1.900 2.200 1.950 CALZADILLA DE TERA 1.500 2.000 1.100 1.500 1.300 1.500 1.950 CAMARZANA DE TERA 1.500 2.000 1.100 1.500 1.300 1.500 1.950 CASTROGONZALO 1.500 2.800 1.100 2.800 2.250 2.600 1.950 COLINAS DE TRASMONTE 1.500 2.850 1.100 2.500 1.900 2.200 1.950 COOMONTE 1.500 2.400 1.100 1.700 1.450 1.700 1.950 CUBO DE BENAVENTE 1.500 2.000 1.100 1.500 1.300 1.500 1.950 FRESNO DE LA POLVOROSA 1.500 2.850 1.100 2.500 1.900 2.200 1.950 FRIERA DE V
16/10/2015	boe	BOE-A-2015-11158	VERIFICADO_OCR	Colinas + (Zamora) en la misma linea	245	Acuerdo de 1 de julio de 2015, de la Junta Electoral Central, por el que se procede a la publicación del resumen de los resultados de las elecciones locales convocadas por Real Decreto 233/2015, de 30 de marzo, y celebradas el 24 de mayo de 2015, según los datos que figuran en las actas de proclamación remitidas por cada una de las Juntas Electorales de Zona. Provincias: Valencia, Valladolid, Zamora, Zaragoza, Ceuta y Melilla.	ia: ZAMORA JEZ: BENAVENTE Municipio: VILLAGERIZ N.o electores 47 N.o votantes 42 N.o votos: Candidaturas 42 Blancos 0 Validos 42 Nulos 0 JOSE MANUEL CRITOBAL PAZ (PP) 22 1 PEDRO PAZ CRISTOBAL (AHORA DECIDE/AS) 20 1 VALENTIN GANDO COLINAS (AHORA DECIDE/AS) 21 1 SANTOS FERRERO GUERRERO (IND) (PP) 20 0 EMILIO GONZALEZ CENTENO (PSOE) 0 0 Candidatura Votos Concejales Provincia: ZAMORA JEZ: BENAVENTE Municipio: VILLANAZAR N.o electores 265 N.o votantes 219 N.o votos: C
27/10/2015	boe	BOE-A-2015-11508	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	6	Real Decreto 953/2015, de 26 de octubre, por el que se convocan elecciones locales parciales.	on. Valdefresno. Santibanez de Porma. Leon. Vecilla (La). Campohermoso. Leon. Vegaquemada. Losilla y San Adrian (La). Leon. Villamandos. Villarabines. Ponferrada. Iguena. Montes de la Ermita (Los). Ponferrada. Iguena. Urdiales de Colinas. Ponferrada. Trabadelo. Parada de Soto. Ponferrada. Vega de Valcarce. Argenteiro y Treita. Sahagun. Cea. San Pedro de Valderaduey. Sahagun. Joarilla de las Matas. San Miguel Montanan. Provincia: Lleida (1 EATIM). La Seu d’Urgell.
05/08/2016	boe	BOE-A-2016-7587	VERIFICADO	frase completa en el texto	170	Orden AAA/1348/2016, de 29 de julio, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios en relación con el seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el trigésimo séptimo Plan de Seguros Agrarios Combinados.	E VALVERDE 1.500 2.850 1.100 2.500 1.900 2.200 1.950 CALZADILLA DE TERA 1.500 2.000 1.100 1.500 1.300 1.500 1.950 CAMARZANA DE TERA 1.500 2.000 1.100 1.500 1.300 1.500 1.950 CASTROGONZALO 1.500 2.800 1.100 2.800 2.250 2.600 1.950 COLINAS DE TRASMONTE 1.500 2.850 1.100 2.500 1.900 2.200 1.950 COOMONTE 1.500 2.400 1.100 1.700 1.450 1.700 1.950 CUBO DE BENAVENTE 1.500 2.000 1.100 1.500 1.300 1.500 1.950 FRESNO DE LA POLVOROSA 1.500 2.850 1.100 2.500 1.900 2.200 1.950 FRIERA DE V
14/08/2017	boe	BOE-A-2017-9745	VERIFICADO	frase completa en el texto	180	Orden APM/808/2017, de 28 de julio, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el trigésimo octavo Plan de Seguros Agrarios Combinados.	e Valverde 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Calzadilla de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Camarzana de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Castrogonzalo 1.500 2.800 1.100 2.800 2.250 2.600 1.950 Colinas de Trasmonte 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Coomonte 1.500 2.400 1.100 1.700 1.450 1.700 1.950 Cubo de Benavente 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Fresno de la Polvorosa 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Friera de V
22/08/2018	boe	BOE-A-2018-11785	VERIFICADO	frase completa en el texto	186	Orden APA/883/2018, de 2 de agosto, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el trigésimo noveno Plan de Seguros Agrarios Combinados.	e Valverde 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Calzadilla de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Camarzana de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Castrogonzalo 1.500 2.800 1.100 2.800 2.250 2.600 1.950 Colinas de Trasmonte 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Coomonte 1.500 2.400 1.100 1.700 1.450 1.700 1.950 Cubo de Benavente 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Fresno de la Polvorosa 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Friera de V
18/10/2018	boe	BOE-A-2018-14250	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	19	Orden JUS/1087/2018, de 4 de octubre, por la que se publica la relación definitiva de aprobados del proceso selectivo para ingreso, por el sistema general de acceso libre, en el Cuerpo de Tramitación Procesal y Administrativa de la Administración de Justicia, convocado por Orden JUS/1166/2017, de 24 de noviembre.	. . . 129,25 46,56 175,81 135 70876241Q PRIETO SASTRE, PABLO . . . . . . . . . . . . . . . . . . 126,00 49,56 175,56 136 40349655L SERRAT MOLINS, ALBERT . . . . . . . . . . . . . . . . . 126,50 49,04 175,54 137 44099576C SANCHEZ COLINAS, YEIKOL YORMAN . . . . . . . 130,75 44,78 175,53 138 44771158W MONTERO ESCOLANO, ANA ISABEL . . . . . . . . . 125,25 50,22 175,47 139 23055321Y HERNANDEZ MARTINEZ, GEMA . . . . . . . . . . . . 127,50 47,81 175,31 140 71217843E LO
18/12/2018	boe	BOE-A-2018-17303	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	20	Orden JUS/1329/2018, de 4 de diciembre, por la que se nombran funcionarios del Cuerpo de Tramitación Procesal y Administrativa, por el sistema general de acceso libre, a los aspirantes que superaron el proceso selectivo convocado por Orden JUS/1166/2017, de 24 de noviembre.	5 175,60 487 CARRILLO MONTERO, ADOLFO MIGUEL. ANDALUCIA. 130,25 45,32 175,57 488 PRIETO SASTRE, PABLO. MINISTERIO DE JUSTICIA. 126,00 49,56 175,56 489 SERRAT MOLINS, ALBERT. MINISTERIO DE JUSTICIA. 126,50 49,04 175,54 490 SANCHEZ COLINAS, YEIKOL YORMAN. MINISTERIO DE JUSTICIA. 130,75 44,78 175,53 491 DIAZ MELERO, SERGIO. MADRID. 129,25 46,27 175,52 cve: BOE-A-2018-17303 Verificable en http://www.boe.es BOLETIN OFICIAL DEL ESTADO Num. 304 Martes 18 de diciembre de
17/08/2019	boe	BOE-A-2019-12193	VERIFICADO	frase completa en el texto	175	Orden APA/891/2019, de 2 de agosto, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el cuadragésimo Plan de Seguros Agrarios Combinados.	e Valverde 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Calzadilla de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Camarzana de Tera 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Castrogonzalo 1.500 2.800 1.100 2.800 2.250 2.600 1.950 Colinas de Trasmonte 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Coomonte 1.500 2.400 1.100 1.700 1.450 1.700 1.950 Cubo de Benavente 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Fresno de la Polvorosa 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Friera de V
30/09/2019	boe	BOE-A-2019-13900	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	501	Resolución de 17 de septiembre de 2019, de la Presidencia de la Junta Electoral Central, por la que se procede a la publicación del resumen de los resultados de las elecciones locales convocadas por Real Decreto 209/2019, de 1 de abril, y celebradas el 26 de mayo de 2019, según los datos que figuran en las actas de proclamación remitidas por cada una de las Juntas Electorales de Zona. Provincias: Toledo, Valencia, Valladolid, Zamora, Zaragoza, Ceuta y Melilla.	(PP) YONATAN FUENTE GARCIA (PSOE) RUBEN BARRIOS FERNANDEZ (PP) MAXIMO GOMEZ SANDONIS (PP) MARCELINO RODRIGUEZ RAMOS (PSOE) ANA BENIGNA PEREZ VARA (PSOE) MARIA DE LA CRUZ MENDEZ GARCIA (IPV) JOAQUIN NUNEZ UNA (IPV) VALENTIN GANDO COLINAS (PP) PEDRO PAZ CRISTOBAL (PP) MARIA DEL CARMEN GANDO MASEDA (PP) MARIA DOLORES GARCIA MARTINEZ (IPV) FRANCISCO JAVIER FRADEJAS CANTON (PSOE) 80 78 77 77 16 14 14 9 8 5 3 21 21 20 20 0 0 0 1 1 1 1 1 1 1 1 Nulos Nulos 1 1 Candidatu
21/01/2020	boe	BOE-A-2020-856	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	35	Orden EFP/23/2020, de 14 de enero, por la que, a propuesta de la Consejería de Educación y Empleo de la Comunidad Autónoma de Extremadura, se nombran funcionarios de carrera de los Cuerpos de Profesores de Enseñanza Secundaria, Profesores Técnicos de Formación Profesional, Profesores de Escuelas Oficiales de Idiomas, Profesores de Música y Artes Escénicas, Profesores de Artes Plásticas y Diseño y Maestros de Taller de Artes Plásticas y Diseño, a los seleccionados en los procedimientos selectivos convocados por Resolución de 15 de marzo de 2018.	****8783 01 6,9647 ****659146 A0590 MEDINA ROMERO, JUAN ANTONIO *****6591 01 6,4616 ****564613 A0590 RAMAJO ESCALERA, JAIME *****5646 02 6,1964 ****552768 A0590 RIVERA ALONSO, MARIA DEL CARMEN *****5527 01 5,5769 ****007668 A0590 COLINAS ALVAREZ, HIGINIA *****0076 01 5,5185 ****197357 A0590 GALLARDO CABALLERO, MARIA FATIMA *****1973 01 5,5034 ****542013 A0590 DOMINGUEZ MARTIN, SANDRA *****5420 01 5,3896 ****390257 A0590 CARRASCO MOYA, VERONICA *****3902 01 4,9635
07/08/2020	boe	BOE-A-2020-9401	VERIFICADO	frase completa en el texto	250	Orden APA/779/2020, de 27 de julio, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el cuadragésimo primer Plan de Seguros Agrarios Combinados.	s BOLETIN OFICIAL DEL ESTADO Num. 213 Viernes 7 de agosto de 2020 Sec. III. Pag. 66534 Comarca Termino municipal Avena Cebada Centeno Trigo blando Trigo duro. Tritordeum y Espelta Triticale Centeno hibrido Benavente y los Valles. Colinas de Trasmonte. 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Coomonte. 1.500 2.400 1.100 1.700 1.450 1.700 1.950 Cubo de Benavente. 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Fresno de la Polvorosa. 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Friera
28/08/2021	boe	BOE-A-2021-14267	VERIFICADO	frase completa en el texto	280	Orden APA/908/2021, de 22 de agosto, por la que se definen los bienes y los rendimientos asegurables, las condiciones técnicas mínimas de cultivo, el ámbito de aplicación, los periodos de garantía, las fechas de suscripción y los precios unitarios del seguro de explotaciones de cultivos herbáceos extensivos, comprendido en el correspondiente Plan de Seguros Agrarios Combinados.	lverde. 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Calzadilla de Tera. 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Camarzana de Tera. 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Castrogonzalo. 1.500 2.800 1.100 2.800 2.250 2.600 1.950 Colinas de Trasmonte. 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Coomonte. 1.500 2.400 1.100 1.700 1.450 1.700 1.950 Cubo de Benavente. 1.500 2.000 1.100 1.500 1.300 1.500 1.950 Fresno de la Polvorosa. 1.500 2.850 1.100 2.500 1.900 2.200 1.950 Friera
18/07/2022	boe	BOE-A-2022-11921	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	288	Resolución de 13 de julio de 2022, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la revocación de números de identificación fiscal.	O MERCANTIL DE LA CORUNA. F16033201 CENTRO MUEBLE HIPERHOGAR S COOP LTDA. 04/02/2022 REGISTRO MERCANTIL DE CUENCA. F32033250 REQUEIXINO SAT N 587 XUGA. 19/01/2022 REGISTRO MERCANTIL DE ORENSE. F35033273 SDAD COOP DE VIVIENDAS LAS COLINAS. 31/01/2022 REGISTRO MERCANTIL DE LAS PALMAS. F27033356 ATS DE LUGO S COOP LTDA. 18/01/2022 REGISTRO MERCANTIL DE LUGO. F99033318 RUTA DE LA AMERICAS SDAD COOP. 03/02/2022 REGISTRO MERCANTIL DE ZARAGOZA. B83033423 ROSALES XXI CEN
20/07/2022	boe	BOE-A-2022-12047	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	291	Resolución de 15 de julio de 2022, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la revocación de números de identificación fiscal.	ONES TECNICAS COMERCIALES SA INTECOSA. 18/05/2022 REGISTRO MERCANTIL DE MADRID. B80568942 GM TRADE SL. 13/01/2022 REGISTRO MERCANTIL DE MADRID. A81568990 COMPANIA NAVIERA SA. 20/05/2022 REGISTRO MERCANTIL DE MADRID. F73569162 LAS COLINAS DE MURCIA, S. COOP. 26/01/2022 REGISTRO MERCANTIL DE MURCIA. B82569237 SUMYTRES SL. 05/05/2022 REGISTRO MERCANTIL DE MADRID. B61569331 LOLLYFUN, SL. 24/01/2022 REGISTRO MERCANTIL DE BARCELONA. BOLETIN OFICIAL DEL ESTADO Num. 173
17/10/2025	boe	BOE-B-2025-37480	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	40	Resolución de la Delegación de Economía y Hacienda en Asturias, por la que se convoca subasta pública al alza de inmuebles propiedad de la Administración General del Estado.	licitacion del lote no 25 es de 807,01 euros. El importe de la garantia sera del 5 % del tipo, que alcanza la cantidad de 40 euros. LOTE No 26: EXPEDIENTE CIBI 202503300095. Formado por 4 fincas de la concentracion parcelaria de Colinas- La Mortera - Santiago (Tineo): Finca 1: BOLETIN OFICIAL DEL ESTADO Num. 250 Viernes 17 de octubre de 2025 Sec. V-B. Pag. 59697 cve: BOE-B-2025-37480 Verificable en https://www.boe.es Finca rustica destinada a monte bajo, numerad ||| L DEL ESTADO Num. 250 Viernes 17 de octubre de 2025 Sec. V-B. Pag. 59697 cve: BOE-B-2025-37480 Verificable en https://www.boe.es Finca rustica destinada a monte bajo, numerada como finca de reemplazo 27 del poligono 2 de la CP de Colinas – La Mortera - Santiago. - La finca tiene una superficie catastral de 2.992 metros cuadrados y una superficie en el acta de reorganizacion de la propiedad de la concentracion parcelaria de 2.980 metros cuadrados. - Linda: al nort ||| rivan del planeamiento urbanistico, a verificar por los interesados en el Ayuntamiento. - Valor catastral 2025: 30,19 €. Finca 2: Finca rustica destinada a monte bajo,numerada como finca de reemplazo 73 del poligono 4 de la CP de Colinas – La Mortera - Santiago. - La finca tiene una superficie catastral de 665 metros cuadrados y una superficie en el acta de reorganizacion de la propiedad de la concentracion parcelaria de 640 metros cuadrados. - Linda: al norte, a
